product_id	product_name	category	subcategory	brand	cost_price	order_count	units_sold	total_revenue	avg_selling_price	avg_profit_per_unit	total_profit	avg_discount_percent
689	HP Accessories Versatile mobile hub	Electronics	Accessories	HP	743.02	92	16512	27560340.45	1737.650000	1654.5127536196	15291594.21	5.49
327	HP Accessories Cloned discrete circuit	Electronics	Accessories	HP	682.71	86	14835	23262397.80	1596.070000	1559.2990697674	13134394.95	2.63
381	Microsoft Smartphones Fully-configurable transitional customer loyalty	Electronics	Smartphones	Microsoft	725.85	83	13800	22571485.85	1691.240000	1629.7455622530	12554755.85	4.76
579	Dell Gaming Organic secondary flexibility	Electronics	Gaming	Dell	688.35	75	13392	21589178.72	1659.980000	1603.0357111067	12370795.52	4.15
823	Sony Smartphones Streamlined coherent forecast	Electronics	Smartphones	Sony	715.33	83	13328	21229355.84	1641.670000	1585.2845983976	11695437.60	4.26
621	HP Accessories Reactive didactic infrastructure	Electronics	Accessories	HP	653.98	81	13924	20461911.54	1518.130000	1455.9666049383	11355894.02	4.66
991	Microsoft Smartphones User-centric 6thgeneration alliance	Electronics	Smartphones	Microsoft	679.74	82	13764	20186441.12	1518.650000	1456.9254471463	10830499.76	4.64
997	Apple Accessories Extended optimizing conglomeration	Electronics	Accessories	Apple	779.24	82	12430	19391526.59	1612.370000	1548.9292682927	9705573.39	4.35
871	Sony Tablets Front-line zero administration capacity	Electronics	Tablets	Sony	739.26	78	13224	19200308.40	1511.520000	1441.7113461538	9424334.16	5.76
234	HP Gaming Streamlined bandwidth-monitored system engine	Electronics	Gaming	HP	680.57	89	17408	18587328.08	1106.830000	1061.0428277191	6739965.52	5.08
217	Apple Gaming De-engineered client-driven model	Electronics	Gaming	Apple	743.09	74	11663	18581388.88	1648.670000	1582.5793243243	9914730.21	4.96
620	Samsung Gaming Grass-roots mission-critical installation	Electronics	Gaming	Samsung	719.34	78	11554	18557193.32	1670.890000	1596.8331196667	10245938.96	5.27
56	HP Accessories Adaptive intermediate forecast	Electronics	Accessories	HP	718.89	72	11655	18371749.20	1630.020000	1570.4079629583	9993086.25	5.08
384	Sony Laptops Secured bottom-line projection	Electronics	Laptops	Sony	776.21	81	13104	18245273.67	1436.040000	1382.7518930000	8073817.83	4.21
566	Dell Accessories Optimized dynamic ability	Electronics	Accessories	Dell	719.48	68	10300	17883169.00	1773.590000	1736.8767892206	10472525.00	3.10
8	Apple Gaming Expanded 24/7 process improvement	Electronics	Gaming	Apple	690.76	70	11556	17834602.68	1592.370000	1531.4812857143	9852180.12	4.71
754	HP Gaming Digitized real-time migration	Electronics	Gaming	HP	510.82	92	15498	17556436.98	1161.410000	1127.6232246413	9639748.62	3.37
801	Apple Gaming Open-architected fault-tolerant capacity	Electronics	Gaming	Apple	521.60	84	14605	17176164.53	1210.260000	1169.6947817500	9558196.53	3.87
651	Dell Tablets Exclusive value-added system engine	Electronics	Tablets	Dell	767.36	76	10404	16992302.40	1683.140000	1626.7734649211	9008688.96	3.98
572	Dell Gaming Profit-focused solution-oriented firmware	Electronics	Gaming	Dell	545.15	83	13098	16641552.98	1313.470000	1264.7769076265	9501178.28	4.37
category	product_count	order_count	units_sold	revenue	avg_price	avg_cost	total_profit	profit_margin_percent
Electronics	197	14565	2168807	1788791427.74	846.8568020305	446.924162	812177979.78	45.40
Home	194	14262	2117398	638303488.53	313.8045876289	165.292423	289359554.86	45.33
Sports	208	15266	2269656	482768895.84	219.7958173077	119.157548	211881511.68	43.89
Clothing	216	15829	2353781	364121382.41	158.4389351852	83.134907	165590013.51	45.48
Books	185	13689	2039757	89892714.50	45.4601081081	23.988865	40701789.52	45.28
600	Under Armour Fitness Virtual scalable open architecture	Sports	0	97	5494.11	97.00	5494.11	4	High Velocity
611	Harper Children Centralized executive Local Area Network	Books	0	97	3877.01	97.00	3877.01	4	High Velocity
692	REI Fitness Robust logistical complexity	Sports	0	97	20139.91	97.00	20139.91	4	High Velocity
727	H&M Shoes Synergized cohesive archive	Clothing	0	97	8660.99	97.00	8660.99	4	High Velocity
777	Home Depot Decor Compatible neutral contingency	Home	0	97	39372.96	97.00	39372.96	4	High Velocity
785	Random House Children Enhanced human-resource emulation	Books	0	97	4128.55	97.00	4128.55	4	High Velocity
799	H&M Accessories Polarized foreground workforce	Clothing	0	97	12470.33	97.00	12470.33	4	High Velocity
810	Adidas Fitness Customer-focused empowering application	Sports	0	97	19550.52	97.00	19550.52	4	High Velocity
955	Adidas Shoes Horizontal empowering customer loyalty	Clothing	0	97	14651.47	97.00	14651.47	4	High Velocity
4	Target Garden Business-focused object-oriented capability	Home	0	96	34401.62	96.00	34401.62	4	High Velocity
55	Zara Accessories Progressive multi-state leverage	Clothing	0	96	29289.05	96.00	29289.05	4	High Velocity
72	Microsoft Tablets Optional global structure	Electronics	0	96	20511.14	96.00	20511.14	4	High Velocity
164	Adidas Team Sports Monitored secondary data-warehouse	Sports	0	96	36625.23	96.00	36625.23	4	High Velocity
175	IKEA Decor Operative bifurcated productivity	Home	0	96	43991.63	96.00	43991.63	4	High Velocity
180	Sony Gaming Diverse empowering array	Electronics	0	96	69420.98	96.00	69420.98	4	High Velocity
187	Nike Womens Fully-configurable uniform open architecture	Clothing	0	96	9840.34	96.00	9840.34	4	High Velocity
229	Target Decor Pre-emptive methodical instruction set	Home	0	96	66421.45	96.00	66421.45	4	High Velocity
232	McGraw Hill Non-Fiction Cross-group high-level middleware	Books	0	96	5678.87	96.00	5678.87	4	High Velocity
297	IKEA Garden Ergonomic 24/7 Graphic Interface	Home	0	96	51898.15	96.00	51898.15	4	High Velocity
301	Penguin Fiction Front-line full-range algorithm	Books	0	96	5518.05	96.00	5518.05	4	High Velocity
315	Nike Accessories Streamlined exuding open architecture	Clothing	0	96	2816.17	96.00	2816.17	4	High Velocity
324	Harper Fiction Operative incremental complexity	Books	0	96	5574.36	96.00	5574.36	4	High Velocity
334	Adidas Team Sports Fundamental object-oriented architecture	Sports	0	96	7689.17	96.00	7689.17	4	High Velocity
398	Harper Non-Fiction Organized contextually-based moderator	Books	0	96	5055.76	96.00	5055.76	4	High Velocity
431	West Elm Furniture Business-focused optimizing structure	Home	0	96	55961.59	96.00	55961.59	4	High Velocity
525	Adidas Kids Seamless well-modulated core	Clothing	0	96	29107.02	96.00	29107.02	4	High Velocity
552	Patagonia Water Sports Fully-configurable bottom-line synergy	Sports	0	96	6272.54	96.00	6272.54	4	High Velocity
561	Microsoft Accessories Advanced upward-trending synergy	Electronics	0	96	145726.90	96.00	145726.90	4	High Velocity
569	REI Team Sports Cross-platform mission-critical matrices	Sports	0	96	23891.69	96.00	23891.69	4	High Velocity
591	Home Depot Kitchen Centralized dynamic info-mediaries	Home	0	96	32743.97	96.00	32743.97	4	High Velocity
596	Gap Kids Re-engineered asynchronous moderator	Clothing	0	96	3488.40	96.00	3488.40	4	High Velocity
607	Apple Gaming Configurable context-sensitive capability	Electronics	0	96	141007.37	96.00	141007.37	4	High Velocity
610	REI Outdoor Multi-layered cohesive protocol	Sports	0	96	7670.16	96.00	7670.16	4	High Velocity
642	Gap Kids Visionary systemic customer loyalty	Clothing	0	96	18489.84	96.00	18489.84	4	High Velocity
670	Adidas Water Sports Digitized contextually-based interface	Sports	0	96	42858.73	96.00	42858.73	4	High Velocity
710	Apple Laptops Distributed logistical methodology	Electronics	0	96	80160.43	96.00	80160.43	4	High Velocity
886	Home Depot Garden Digitized 3rdgeneration forecast	Home	0	96	43820.59	96.00	43820.59	4	High Velocity
922	Sony Tablets Expanded leadingedge migration	Electronics	0	96	146587.81	96.00	146587.81	4	High Velocity
932	Nike Water Sports User-centric explicit throughput	Sports	0	96	18042.22	96.00	18042.22	4	High Velocity
949	IKEA Furniture Profound uniform policy	Home	0	96	42941.59	96.00	42941.59	4	High Velocity
952	H&M Accessories Exclusive zero tolerance synergy	Clothing	0	96	9681.68	96.00	9681.68	4	High Velocity
994	Target Storage Re-contextualized cohesive productivity	Home	0	96	35669.21	96.00	35669.21	4	High Velocity
5	Home Depot Decor Decentralized bandwidth-monitored synergy	Home	0	95	25004.01	95.00	25004.01	4	High Velocity
64	Nike Water Sports Object-based well-modulated support	Sports	0	95	25832.37	95.00	25832.37	4	High Velocity
109	H&M Womens Mandatory encompassing extranet	Clothing	0	95	6369.90	95.00	6369.90	4	High Velocity
126	REI Water Sports Enterprise-wide mission-critical hierarchy	Sports	0	95	13365.93	95.00	13365.93	4	High Velocity
172	Zara Mens Vision-oriented intermediate Graphic Interface	Clothing	0	95	28388.47	95.00	28388.47	4	High Velocity
192	West Elm Decor Enterprise-wide systematic model	Home	0	95	46788.02	95.00	46788.02	4	High Velocity
195	Dell Gaming Horizontal multi-tasking intranet	Electronics	0	95	54874.36	95.00	54874.36	4	High Velocity
196	REI Team Sports Organized fresh-thinking database	Sports	0	95	4439.79	95.00	4439.79	4	High Velocity
255	McGraw Hill Fiction User-friendly analyzing knowledgebase	Books	0	95	5858.25	95.00	5858.25	4	High Velocity
271	Samsung Smartphones Focused homogeneous hardware	Electronics	0	95	13902.84	95.00	13902.84	4	High Velocity
291	Nike Kids Operative real-time array	Clothing	0	95	33101.20	95.00	33101.20	4	High Velocity
303	Wayfair Decor Switchable user-facing open architecture	Home	0	95	19707.21	95.00	19707.21	4	High Velocity
343	H&M Accessories Implemented encompassing hub	Clothing	0	95	21477.88	95.00	21477.88	4	High Velocity
350	Sony Gaming Expanded reciprocal service-desk	Electronics	0	95	62344.93	95.00	62344.93	4	High Velocity
361	Sony Smartphones Seamless multi-state info-mediaries	Electronics	0	95	68535.51	95.00	68535.51	4	High Velocity
411	Under Armour Winter Enhanced zero administration instruction set	Sports	0	95	23382.69	95.00	23382.69	4	High Velocity
458	Microsoft Laptops Switchable logistical strategy	Electronics	0	95	168231.72	95.00	168231.72	4	High Velocity
518	H&M Mens Synchronized bandwidth-monitored contingency	Clothing	0	95	13138.24	95.00	13138.24	4	High Velocity
571	Sony Accessories Team-oriented national product	Electronics	0	95	19598.28	95.00	19598.28	4	High Velocity
573	Gap Accessories User-centric regional groupware	Clothing	0	95	15717.32	95.00	15717.32	4	High Velocity
639	Wayfair Decor Open-architected client-server info-mediaries	Home	0	95	28199.48	95.00	28199.48	4	High Velocity
649	IKEA Furniture Digitized interactive superstructure	Home	0	95	55141.70	95.00	55141.70	4	High Velocity
693	Samsung Accessories Organized mobile process improvement	Electronics	0	95	59324.13	95.00	59324.13	4	High Velocity
741	Gap Shoes Re-engineered impactful extranet	Clothing	0	95	4771.02	95.00	4771.02	4	High Velocity
788	Nike Outdoor Open-architected global knowledgebase	Sports	0	95	31407.22	95.00	31407.22	4	High Velocity
804	REI Team Sports Re-contextualized object-oriented core	Sports	0	95	9133.68	95.00	9133.68	4	High Velocity
839	Nike Womens Innovative disintermediate array	Clothing	0	95	19064.68	95.00	19064.68	4	High Velocity
903	HP Accessories Multi-lateral uniform contingency	Electronics	0	95	56235.04	95.00	56235.04	4	High Velocity
905	Penguin Non-Fiction Future-proofed didactic protocol	Books	0	95	2381.85	95.00	2381.85	4	High Velocity
909	Microsoft Gaming Multi-tiered national project	Electronics	0	95	78154.99	95.00	78154.99	4	High Velocity
930	Zara Accessories Sharable zero-defect support	Clothing	0	95	15266.86	95.00	15266.86	4	High Velocity
944	Harper Children Public-key even-keeled ability	Books	0	95	5171.54	95.00	5171.54	4	High Velocity
968	Adidas Outdoor De-engineered zero-defect task-force	Sports	0	95	23374.45	95.00	23374.45	4	High Velocity
984	Under Armour Outdoor Diverse cohesive utilization	Sports	0	95	16250.26	95.00	16250.26	4	High Velocity
101	Dell Tablets Proactive asynchronous intranet	Electronics	0	94	96708.98	94.00	96708.98	4	High Velocity
105	Nike Shoes Triple-buffered system-worthy framework	Clothing	0	94	2035.79	94.00	2035.79	4	High Velocity
136	IKEA Kitchen Upgradable content-based open system	Home	0	94	20255.00	94.00	20255.00	4	High Velocity
138	Microsoft Accessories Self-enabling stable contingency	Electronics	0	94	53995.05	94.00	53995.05	4	High Velocity
141	McGraw Hill Educational Devolved maximized methodology	Books	0	94	3272.41	94.00	3272.41	4	High Velocity
190	Nike Accessories Polarized encompassing attitude	Clothing	0	94	13465.84	94.00	13465.84	4	High Velocity
282	Penguin Reference Horizontal didactic adapter	Books	0	94	1911.21	94.00	1911.21	4	High Velocity
317	Samsung Smartphones Universal client-server orchestration	Electronics	0	94	20180.21	94.00	20180.21	4	High Velocity
353	Sony Accessories Stand-alone system-worthy website	Electronics	0	94	48809.00	94.00	48809.00	4	High Velocity
358	Sony Laptops Distributed logistical concept	Electronics	0	94	23459.94	94.00	23459.94	4	High Velocity
396	Apple Laptops Inverse optimizing moderator	Electronics	0	94	131623.18	94.00	131623.18	4	High Velocity
406	Under Armour Team Sports Advanced upward-trending success	Sports	0	94	19722.01	94.00	19722.01	4	High Velocity
465	Scholastic Non-Fiction Visionary homogeneous benchmark	Books	0	94	1234.88	94.00	1234.88	4	High Velocity
551	IKEA Kitchen Visionary object-oriented concept	Home	0	94	16372.61	94.00	16372.61	4	High Velocity
666	Harper Children Progressive asynchronous system engine	Books	0	94	5008.07	94.00	5008.07	4	High Velocity
687	Target Furniture Seamless 3rdgeneration moratorium	Home	0	94	15445.46	94.00	15445.46	4	High Velocity
712	Gap Accessories Configurable bi-directional Local Area Network	Clothing	0	94	16126.24	94.00	16126.24	4	High Velocity
838	Under Armour Water Sports Networked client-driven success	Sports	0	94	6143.81	94.00	6143.81	4	High Velocity
864	Target Storage Cloned cohesive extranet	Home	0	94	34026.47	94.00	34026.47	4	High Velocity
870	Apple Accessories Reverse-engineered holistic infrastructure	Electronics	0	94	69941.41	94.00	69941.41	4	High Velocity
874	Home Depot Decor Reverse-engineered multi-tasking architecture	Home	0	94	13303.10	94.00	13303.10	4	High Velocity
1	West Elm Kitchen Extended national database	Home	0	93	31494.48	93.00	31494.48	4	High Velocity
45	Zara Accessories Switchable eco-centric projection	Clothing	0	93	18315.99	93.00	18315.99	4	High Velocity
52	Random House Reference Down-sized leadingedge leverage	Books	0	93	3794.84	93.00	3794.84	4	High Velocity
66	McGraw Hill Children Customizable local concept	Books	0	93	2811.36	93.00	2811.36	4	High Velocity
79	Adidas Kids Organized value-added infrastructure	Clothing	0	93	16385.55	93.00	16385.55	4	High Velocity
97	Nike Womens Horizontal responsive middleware	Clothing	0	93	21394.46	93.00	21394.46	4	High Velocity
156	Harper Educational User-friendly asymmetric circuit	Books	0	93	2698.72	93.00	2698.72	4	High Velocity
223	Home Depot Storage Managed fault-tolerant methodology	Home	0	93	11020.63	93.00	11020.63	4	High Velocity
270	West Elm Storage Automated logistical policy	Home	0	93	20932.26	93.00	20932.26	4	High Velocity
306	West Elm Storage Reactive clear-thinking time-frame	Home	0	93	48716.99	93.00	48716.99	4	High Velocity
372	McGraw Hill Educational Function-based multimedia definition	Books	0	93	3655.28	93.00	3655.28	4	High Velocity
378	HP Gaming Self-enabling holistic hub	Electronics	0	93	50294.50	93.00	50294.50	4	High Velocity
437	McGraw Hill Children Synchronized non-volatile task-force	Books	0	93	1424.85	93.00	1424.85	4	High Velocity
456	IKEA Furniture Profound uniform productivity	Home	0	93	46676.88	93.00	46676.88	4	High Velocity
478	Target Furniture Vision-oriented upward-trending extranet	Home	0	93	49074.49	93.00	49074.49	4	High Velocity
643	Harper Educational Networked dynamic solution	Books	0	93	2119.04	93.00	2119.04	4	High Velocity
646	IKEA Decor Monitored well-modulated system engine	Home	0	93	23092.28	93.00	23092.28	4	High Velocity
658	Wayfair Decor Devolved fresh-thinking monitoring	Home	0	93	17690.54	93.00	17690.54	4	High Velocity
855	Adidas Outdoor Proactive actuating projection	Sports	0	93	5936.55	93.00	5936.55	4	High Velocity
856	REI Water Sports Right-sized homogeneous Local Area Network	Sports	0	93	17221.77	93.00	17221.77	4	High Velocity
879	Zara Womens Secured uniform process improvement	Clothing	0	93	11033.95	93.00	11033.95	4	High Velocity
899	REI Water Sports Diverse global encoding	Sports	0	93	41767.33	93.00	41767.33	4	High Velocity
945	Adidas Mens Mandatory homogeneous adapter	Clothing	0	93	22144.26	93.00	22144.26	4	High Velocity
954	Adidas Womens Object-based stable instruction set	Clothing	0	93	3308.77	93.00	3308.77	4	High Velocity
966	HP Tablets Re-contextualized directional project	Electronics	0	93	122810.64	93.00	122810.64	4	High Velocity
53	IKEA Storage Seamless leadingedge task-force	Home	0	92	59308.97	92.00	59308.97	4	High Velocity
80	Random House Fiction Self-enabling attitude-oriented benchmark	Books	0	92	6299.65	92.00	6299.65	4	High Velocity
99	McGraw Hill Children Object-based bandwidth-monitored intranet	Books	0	92	3198.11	92.00	3198.11	4	High Velocity
119	Nike Mens Re-engineered multimedia process improvement	Clothing	0	92	7905.87	92.00	7905.87	4	High Velocity
212	Harper Educational Managed responsive extranet	Books	0	92	1572.82	92.00	1572.82	4	High Velocity
241	Nike Outdoor Switchable static archive	Sports	0	92	16458.43	92.00	16458.43	4	High Velocity
264	REI Outdoor Seamless fault-tolerant projection	Sports	0	92	22961.12	92.00	22961.12	4	High Velocity
307	Zara Kids Business-focused logistical access	Clothing	0	92	9812.83	92.00	9812.83	4	High Velocity
338	Under Armour Winter Multi-tiered dedicated extranet	Sports	0	92	10293.11	92.00	10293.11	4	High Velocity
375	Patagonia Team Sports Progressive local model	Sports	0	92	4690.18	92.00	4690.18	4	High Velocity
467	Under Armour Winter Balanced dynamic archive	Sports	0	92	16676.74	92.00	16676.74	4	High Velocity
497	Nike Womens Adaptive full-range Internet solution	Clothing	0	92	7762.33	92.00	7762.33	4	High Velocity
510	Patagonia Outdoor Profound mission-critical focus group	Sports	0	92	20508.34	92.00	20508.34	4	High Velocity
512	Target Kitchen Multi-tiered empowering customer loyalty	Home	0	92	47684.82	92.00	47684.82	4	High Velocity
517	Nike Winter Stand-alone fresh-thinking capability	Sports	0	92	4259.44	92.00	4259.44	4	High Velocity
582	McGraw Hill Reference Team-oriented global access	Books	0	92	1865.06	92.00	1865.06	4	High Velocity
628	Nike Water Sports Public-key optimizing database	Sports	0	92	34180.68	92.00	34180.68	4	High Velocity
766	Wayfair Furniture Centralized context-sensitive success	Home	0	92	32346.07	92.00	32346.07	4	High Velocity
770	Zara Mens Public-key fresh-thinking open system	Clothing	0	92	17647.07	92.00	17647.07	4	High Velocity
821	Penguin Educational Multi-tiered eco-centric concept	Books	0	92	4822.04	92.00	4822.04	5	High Velocity
862	Random House Educational User-friendly optimal pricing structure	Books	0	92	6147.29	92.00	6147.29	5	High Velocity
894	Nike Water Sports Diverse incremental methodology	Sports	0	92	32643.33	92.00	32643.33	5	High Velocity
943	H&M Kids Assimilated multi-state firmware	Clothing	0	92	9014.37	92.00	9014.37	5	High Velocity
987	Wayfair Garden Operative 5thgeneration framework	Home	0	92	11255.21	92.00	11255.21	5	High Velocity
152	Nike Team Sports Pre-emptive encompassing definition	Sports	0	91	31198.82	91.00	31198.82	5	High Velocity
213	McGraw Hill Non-Fiction Integrated tangible firmware	Books	0	91	3079.84	91.00	3079.84	5	High Velocity
230	Nike Outdoor De-engineered transitional conglomeration	Sports	0	91	31621.76	91.00	31621.76	5	High Velocity
309	Wayfair Furniture Business-focused static approach	Home	0	91	20475.00	91.00	20475.00	5	High Velocity
337	West Elm Storage Innovative radical task-force	Home	0	91	14954.89	91.00	14954.89	5	High Velocity
379	Adidas Winter Secured tertiary interface	Sports	0	91	21347.22	91.00	21347.22	5	High Velocity
386	Zara Mens Vision-oriented didactic array	Clothing	0	91	17146.42	91.00	17146.42	5	High Velocity
397	Patagonia Water Sports Business-focused tangible projection	Sports	0	91	3442.25	91.00	3442.25	5	High Velocity
409	Penguin Non-Fiction Team-oriented non-volatile system engine	Books	0	91	7776.66	91.00	7776.66	5	High Velocity
453	Dell Tablets Enhanced modular instruction set	Electronics	0	91	70665.05	91.00	70665.05	5	High Velocity
563	Zara Womens Team-oriented systemic data-warehouse	Clothing	0	91	20600.39	91.00	20600.39	5	High Velocity
663	Adidas Shoes Right-sized bandwidth-monitored data-warehouse	Clothing	0	91	1719.88	91.00	1719.88	5	High Velocity
675	H&M Mens Grass-roots optimal functionalities	Clothing	0	91	24820.99	91.00	24820.99	5	High Velocity
684	Dell Gaming Persistent real-time frame	Electronics	0	91	77030.36	91.00	77030.36	5	High Velocity
739	Samsung Tablets Up-sized didactic application	Electronics	0	91	128768.08	91.00	128768.08	5	High Velocity
897	Levis Womens Team-oriented multi-state definition	Clothing	0	91	23641.45	91.00	23641.45	5	High Velocity
900	Home Depot Storage Enhanced analyzing flexibility	Home	0	91	32477.40	91.00	32477.40	5	High Velocity
988	Dell Gaming Cross-platform zero administration solution	Electronics	0	91	101573.30	91.00	101573.30	5	High Velocity
279	Levis Mens Optional stable database	Clothing	0	90	13020.87	90.00	13020.87	5	High Velocity
296	Nike Water Sports Exclusive systematic methodology	Sports	0	90	19229.20	90.00	19229.20	5	High Velocity
363	Wayfair Kitchen Stand-alone uniform middleware	Home	0	90	55689.34	90.00	55689.34	5	High Velocity
383	Adidas Team Sports Optional real-time time-frame	Sports	0	90	38443.79	90.00	38443.79	5	High Velocity
430	Home Depot Furniture Reverse-engineered exuding artificial intelligence	Home	0	90	39292.17	90.00	39292.17	5	High Velocity
505	Apple Accessories Open-architected static concept	Electronics	0	90	41353.90	90.00	41353.90	5	High Velocity
626	Nike Womens Organized homogeneous service-desk	Clothing	0	90	6108.99	90.00	6108.99	5	High Velocity
633	REI Winter Expanded mobile neural-net	Sports	0	90	8363.50	90.00	8363.50	5	High Velocity
776	Harper Educational Proactive discrete superstructure	Books	0	90	4648.99	90.00	4648.99	5	High Velocity
827	Apple Tablets Vision-oriented methodical matrices	Electronics	0	90	90934.31	90.00	90934.31	5	High Velocity
938	Adidas Water Sports Synchronized demand-driven Graphical User Interface	Sports	0	90	28463.06	90.00	28463.06	5	High Velocity
960	Adidas Winter Pre-emptive homogeneous initiative	Sports	0	90	7522.69	90.00	7522.69	5	High Velocity
979	Zara Mens Profound multi-state encoding	Clothing	0	90	18703.91	90.00	18703.91	5	High Velocity
38	Home Depot Garden Open-architected secondary orchestration	Home	0	89	29511.48	89.00	29511.48	5	High Velocity
61	Home Depot Kitchen Face-to-face mobile strategy	Home	0	89	7667.83	89.00	7667.83	5	High Velocity
95	Scholastic Fiction Multi-channeled maximized paradigm	Books	0	89	5619.01	89.00	5619.01	5	High Velocity
135	Target Storage Quality-focused holistic array	Home	0	89	38479.72	89.00	38479.72	5	High Velocity
200	Levis Mens Persistent needs-based array	Clothing	0	89	13647.66	89.00	13647.66	5	High Velocity
246	Samsung Smartphones User-friendly clear-thinking ability	Electronics	0	89	14272.45	89.00	14272.45	5	High Velocity
281	Adidas Accessories Multi-channeled national collaboration	Clothing	0	89	23644.62	89.00	23644.62	5	High Velocity
305	Random House Fiction Streamlined content-based circuit	Books	0	89	5294.91	89.00	5294.91	5	High Velocity
374	Nike Accessories Streamlined bandwidth-monitored ability	Clothing	0	89	29779.87	89.00	29779.87	5	High Velocity
440	Home Depot Storage Switchable uniform parallelism	Home	0	89	11587.75	89.00	11587.75	5	High Velocity
485	Under Armour Winter Robust human-resource task-force	Sports	0	89	24025.56	89.00	24025.56	5	High Velocity
549	Zara Shoes Realigned reciprocal artificial intelligence	Clothing	0	89	21301.20	89.00	21301.20	5	High Velocity
559	Harper Educational Compatible upward-trending neural-net	Books	0	89	2937.85	89.00	2937.85	5	High Velocity
624	Random House Reference Visionary fault-tolerant architecture	Books	0	89	2649.64	89.00	2649.64	5	High Velocity
753	West Elm Decor Innovative intermediate migration	Home	0	89	26795.05	89.00	26795.05	5	High Velocity
790	H&M Accessories Mandatory dedicated project	Clothing	0	89	5797.42	89.00	5797.42	5	High Velocity
802	Home Depot Decor Down-sized dynamic budgetary management	Home	0	89	29626.49	89.00	29626.49	5	High Velocity
880	West Elm Storage Programmable background workforce	Home	0	89	27315.01	89.00	27315.01	5	High Velocity
935	Sony Gaming Visionary multi-tasking time-frame	Electronics	0	89	69666.44	89.00	69666.44	5	High Velocity
983	West Elm Decor Multi-lateral 3rdgeneration portal	Home	0	89	3873.23	89.00	3873.23	5	High Velocity
999	Adidas Fitness Enterprise-wide neutral moratorium	Sports	0	89	13583.82	89.00	13583.82	5	High Velocity
32	Gap Womens Monitored composite orchestration	Clothing	0	88	7338.72	88.00	7338.72	5	High Velocity
57	Scholastic Educational Vision-oriented fault-tolerant portal	Books	0	88	5441.02	88.00	5441.02	5	High Velocity
140	Scholastic Children Reactive homogeneous access	Books	0	88	5735.78	88.00	5735.78	5	High Velocity
218	H&M Kids Seamless empowering artificial intelligence	Clothing	0	88	17965.60	88.00	17965.60	5	High Velocity
260	Microsoft Tablets Customer-focused logistical analyzer	Electronics	0	88	68520.42	88.00	68520.42	5	High Velocity
444	Nike Womens Centralized non-volatile artificial intelligence	Clothing	0	88	19422.09	88.00	19422.09	5	High Velocity
448	H&M Accessories Versatile mobile customer loyalty	Clothing	0	88	13730.82	88.00	13730.82	5	High Velocity
490	Scholastic Fiction Profound logistical moderator	Books	0	88	1781.81	88.00	1781.81	5	High Velocity
522	West Elm Kitchen Up-sized modular approach	Home	0	88	3361.68	88.00	3361.68	5	High Velocity
543	Wayfair Decor Multi-channeled contextually-based analyzer	Home	0	88	48849.45	88.00	48849.45	5	High Velocity
567	Harper Children Customizable explicit conglomeration	Books	0	88	5736.26	88.00	5736.26	5	High Velocity
618	Nike Accessories Optimized zero administration service-desk	Clothing	0	88	9187.67	88.00	9187.67	5	High Velocity
696	Adidas Fitness Fully-configurable disintermediate software	Sports	0	88	24193.81	88.00	24193.81	5	High Velocity
699	HP Gaming Object-based optimizing time-frame	Electronics	0	88	55899.43	88.00	55899.43	5	High Velocity
740	Patagonia Team Sports Synergized bandwidth-monitored task-force	Sports	0	88	17090.74	88.00	17090.74	5	High Velocity
747	Adidas Water Sports Total mission-critical Graphical User Interface	Sports	0	88	22498.62	88.00	22498.62	5	High Velocity
791	Nike Womens Customizable cohesive task-force	Clothing	0	88	26909.29	88.00	26909.29	5	High Velocity
825	Under Armour Team Sports Fundamental non-volatile task-force	Sports	0	88	30651.64	88.00	30651.64	5	High Velocity
835	Target Garden User-friendly intermediate moratorium	Home	0	88	21919.15	88.00	21919.15	5	High Velocity
878	Nike Outdoor Enterprise-wide even-keeled collaboration	Sports	0	88	20337.56	88.00	20337.56	5	High Velocity
916	REI Team Sports Function-based neutral throughput	Sports	0	88	4437.16	88.00	4437.16	5	High Velocity
12	HP Tablets Focused tangible analyzer	Electronics	0	87	16590.27	87.00	16590.27	5	High Velocity
16	Dell Smartphones Up-sized solution-oriented application	Electronics	0	87	42116.59	87.00	42116.59	5	High Velocity
23	Microsoft Accessories Optimized human-resource implementation	Electronics	0	87	92999.68	87.00	92999.68	5	High Velocity
68	McGraw Hill Non-Fiction Compatible reciprocal moratorium	Books	0	87	2621.99	87.00	2621.99	5	High Velocity
85	Adidas Winter Intuitive directional migration	Sports	0	87	8068.28	87.00	8068.28	5	High Velocity
110	Random House Fiction Programmable executive flexibility	Books	0	87	4741.60	87.00	4741.60	5	High Velocity
275	Random House Educational Programmable full-range support	Books	0	87	4084.07	87.00	4084.07	5	High Velocity
355	Adidas Team Sports Devolved regional product	Sports	0	87	22872.73	87.00	22872.73	5	High Velocity
438	McGraw Hill Children Synergistic human-resource migration	Books	0	87	4186.09	87.00	4186.09	5	High Velocity
451	Harper Reference Reduced user-facing emulation	Books	0	87	4658.06	87.00	4658.06	5	High Velocity
537	Patagonia Water Sports Pre-emptive responsive service-desk	Sports	0	87	27523.70	87.00	27523.70	5	High Velocity
577	Gap Mens Grass-roots asymmetric access	Clothing	0	87	9563.47	87.00	9563.47	5	High Velocity
584	McGraw Hill Reference De-engineered 24/7 installation	Books	0	87	3420.41	87.00	3420.41	5	High Velocity
